"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"2164","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2022,-70.860789,42.777164,2,"7/5/2022",7,5,"JLG","High/Falling","7:01",67,1,0,1,"OTH NAC 7/5/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2165","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2023,-70.860789,42.777164,1,"6/6/2023",6,6,"JLG","Low/Falling","6:53",54,1,1,1,"OTH NAC 6/6/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2166","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2023,-70.771769,42.680317,1,"6/15/2023",6,15,"JLG","High/Rising","9:30",62,1,1,1,"Ipswich REF West 6/15/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2167","Ipswich NAC West","Ipswich","MA",2,"Runnel",2,1,2023,-70.775144,42.680281,2,"7/12/2023",7,12,"JGM","High/Falling","9:27",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2168","PLHA RUN North","Plum Island","MA",2,"Runnel",1,4,2023,-70.806447,42.764928,1,"6/12/2023",6,12,"JLG","High/Falling","9:30",67,2,1,1,"PLHA RUN North 6/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2169","Ipswich REF East","Ipswich","MA",2,"Reference",2,NA,2022,-70.771769,42.680317,2,"6/20/2022",6,20,"JLG","High/Falling","6:57",50,0,2,1,"Ipswich REF East 6/20/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2170","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2023,-71.53134,41.378349,1,"5/21/2023",5,21,"JH","High/Falling","810",57,2,2,1,"PP REF 5/21/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2171","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2023,-70.862339,42.774958,2,"7/7/2023",7,7,"JLG","Low/Falling","8:06",74,1,1,1,"OTH REF 7/7/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2172","PP RUN","Potter's Pond","RI",3,"Runnel",2,3,2021,-71.527601,41.37927,2,"6/15/2021",6,15,"JAH","Low/Rising","9:16",68,2,2,1,"PP RUN 6/15/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2173","Ipswich NAC East","Ipswich","MA",2,"No Action",2,NA,2022,-70.773939,42.679464,2,"6/20/2022",6,20,"JLG","High/Falling","6:41",48,0,1,1,"Ipswich NAC East 6/20/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2174","MM SHARP2","Moody Marsh","ME",2,"Reference",2,NA,2021,-70.5891,43.2696,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:34",78,0,2,1,"MM SHARP2 7/7/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2175","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2023,-71.288352,41.712839,3,"7/12/2023",7,12,"JH","High/Falling","717",78,0,1,1,"JP NAC 7/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2176","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2021,-71.523686,41.381596,2,"6/23/2021",6,23,"JAH","Low/Falling","10:32",68,0,3,1,"PP NAC 6/23/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2177","PP NAC","Potter's Pond","RI",3,"No Action",1,NA,2023,-71.523686,41.381596,1,"5/21/2023",5,21,"JH","High/Falling","857",58,2,3,1,"PP NAC 5/21/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2178","Ipswich NAC West","Ipswich","MA",2,"No Action",2,1,2023,-70.773939,42.679464,2,"7/12/2023",7,12,"JGM","High/Falling","9:45",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2179","JP RUN","Jacob's Point","RI",3,"Runnel",2,7,2023,-71.2876,41.712,3,"7/12/2023",7,12,"JH","High/Falling","648",78,0,1,1,"JP RUN 7/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2180","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2022,-70.873811,42.758717,1,"5/31/2022",5,31,"JLG","Low/Rising","10:02",73,0,1,2,"Kents NAC 5/31/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2181","Ipswich REF East","Ipswich","MA",2,"Reference",1,NA,2022,-70.771769,42.680317,1,"5/27/2022",5,27,"JLG","High/Rising","9:03",64,1,2,2,"Ipswich REF East 5/27/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2182","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2023,-70.873811,42.758717,1,"6/6/2023",6,6,"JLG","Low/Falling","9:57",61,1,2,1,"Kents NAC 6/6/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2183","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2022,-70.808297,42.761219,1,"6/1/2022",6,1,"JLG","Low","8:24",57,1,1,2,"PLHA NAC 6/1/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2184","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2022,-70.808297,42.761219,2,"6/28/2022",6,28,"JLG","Low/Rising","8:55",63,0,2,1,"PLHA NAC 6/28/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2185","Ipswich NAC East","Ipswich","MA",2,"No Action",1,NA,2022,-70.773939,42.679464,1,"5/27/2022",5,27,"JLG","High/Rising","9:16",64,1,2,2,"Ipswich NAC East 5/27/2022  ","0-50m","BBGU",1,"SCAVENGERS",5
"2186","MM SHARP2","Moody Marsh","ME",2,"Reference",1,NA,2021,-70.5891,43.2696,2,"6/18/2021",6,18,"ARP/NA","High/Falling","8:33",68,0,1,1,"MM SHARP2 6/18/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2187","NR REF","Narrow River","RI",3,"Reference",2,NA,2023,-71.461905,41.447894,3,"7/10/2023",7,10,"JH","Low/Falling","716",70,2,3,1,"NR REF 7/10/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2188","NR RUN","Narrow River","RI",3,"Runnel",1,6,2022,41.444954,-71.464571,2,"6/2/2022",6,2,"SM","High","1026",63,2,1,1,"NR RUN 6/2/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2189","Essex REF North","Essex","MA",2,"Reference",2,NA,2022,-70.774717,42.654558,2,"6/20/2022",6,20,"JLG","High/Falling","9:55",62,0,2,2,"Essex REF North 6/20/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2190","Essex REF South","Essex","MA",2,"Reference",1,NA,2022,-70.773536,42.649931,1,"5/27/2022",5,27,"JLG","Low/Rising","7:29",62,1,3,4,"Essex REF South 5/27/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2191","Essex REF South","Essex","MA",2,"Reference",2,NA,2022,-70.773536,42.649931,2,"6/20/2022",6,20,"JLG","High/Falling","10:41",67,0,2,2,"Essex REF South 6/20/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2192","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2022,-70.806616,42.758355,1,"6/1/2022",6,1,"JLG","Low/Rising","9:54",58,2,3,2,"PLHA REF South 6/1/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2193","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,5,2022,-71.13327,41.7925,1,"5/23/2022",5,23,"JLG","Low","9:00",67,2,3,2,"BCM SHARP3 - RUN 5/23/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2194","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,5,2022,-71.13327,41.7925,2,"6/22/2022",6,22,"JLG","Low/Falling","7:08",61,2,1,2,"BCM SHARP3 - RUN 6/22/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2195","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,6,2023,-71.13327,41.7925,1,"5/22/2023",5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"BCM SHARP3 - RUN 5/22/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2196","SP REF","Sapowet","RI",3,"Reference",2,NA,2022,41.582289,-71.207475,3,"7/11/2022",7,11,"JH","Low/Falling","818",68,0,1,1,"SP REF 7/11/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2197","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,6,2023,-71.13327,41.7925,2,"6/28/2023",6,28,"JLG","Low","7:59",68,2,0,2,"BCM SHARP3 - RUN 6/28/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2198","CN NAC","Canonchet","RI",3,"No Action",1,NA,2022,41.442441,-71.458731,2,"6/2/2022",6,2,"SM","High/Rising","727",58,2,1,1,"CN NAC 6/2/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2199","CN NAC","Canonchet","RI",3,"No Action",2,NA,2022,41.442441,-71.458731,3,"7/7/2022",7,7,"SM","Low/Falling","734",69,0,0,1,"CN NAC 7/7/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2200","CN NAC","Canonchet","RI",3,"No Action",1,NA,2023,-71.458731,41.442441,2,"6/24/2023",6,24,"JH","Low","626",67,2,0,0,"CN NAC 6/24/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2201","OTH RUN","Old Town Hill","MA",2,"Runnel",1,1,2022,-70.859639,42.771683,1,"5/31/2022",5,31,"JLG","Low/Falling","6:43",62,1,0,2,"OTH RUN 5/31/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2202","MD REF","Middlebridge","RI",3,"Reference",1,NA,2022,41.460094,-71.449401,2,"6/1/2022",6,1,"SM","Low/Rising","551",57,2,1,1,"MD REF 6/1/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2203","MD REF","Middlebridge","RI",3,"Reference",2,NA,2022,41.460094,-71.449401,3,"6/29/2022",6,29,"JH","High/Falling","1044",74,0,2,1,"MD REF 6/29/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2204","MD REF","Middlebridge","RI",3,"Reference",1,NA,2023,-71.449401,41.460094,2,"6/23/2023",6,23,"JH","Low","604",62,2,1,0,"MD REF 6/23/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2205","MD REF","Middlebridge","RI",3,"Reference",2,NA,2023,-71.449401,41.460094,3,"7/10/2023",7,10,"JH","Low/Falling","814",70,2,1,1,"MD REF 7/10/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2206","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2023,-71.523686,41.381596,2,"6/19/2023",6,19,"JH","Low/Rising","705",60,1,1,1,"PP NAC 6/19/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2207","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.832,42.7709,2,"7/18/2023",7,18,"JGM","Low/Rising","1030",75,2,1,1,"PINE N REF SHARP 7/18/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2208","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.83,42.7696,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:35",65,0,2,1,"PINE N RUN SHARP 6/23/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2209","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.83,42.7696,3,"7/7/2021",7,7,"JLG/NA","Low","6:14",72,1,1,1,"PINE N RUN SHARP 7/7/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2210","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.83,42.7696,1,"6/8/2023",6,8,"JGM","Low/Falling","7:50",55,2,1,0,"PINE N RUN SHARP 6/8/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2211","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2021,-71.288352,41.712839,1,"5/24/2021",5,24,"ADF","High/Falling","9:00",60,0,1,1,"JP NAC 5/24/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2212","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2021,-71.288352,41.712839,2,"6/3/2021",6,3,"ADF","Low/Falling","5:45",60,2,1,1,"JP NAC 6/3/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2213","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2021,-70.828,42.76816,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:28",73,0,1,1,"PINE NAC SHARP 7/7/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2214","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2023,-70.828,42.76816,1,"6/8/2023",6,8,"JGM","Low/Falling","8:30",63,3,1,0,"PINE NAC SHARP 6/8/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2215","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2023,-70.828,42.76816,2,"7/18/2023",7,18,"JGM","Low","730",72,2,1,1,"PINE NAC SHARP 7/18/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2216","JP RUN","Jacob's Point","RI",3,"Runnel",1,5,2021,-71.2876,41.712,1,"5/24/2021",5,24,"ADF","High/Falling","9:30",65,0,1,1,"JP RUN 5/24/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2217","JP RUN","Jacob's Point","RI",3,"Runnel",2,5,2021,-71.2876,41.712,2,"6/3/2021",6,3,"ADF","Low/Falling","6:15",60,2,1,1,"JP RUN 6/3/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2218","JP RUN","Jacob's Point","RI",3,"Runnel",1,7,2023,-71.2876,41.712,2,"6/16/2023",6,16,"JH","High/Rising","650",64,0,0,1,"JP RUN 6/16/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2219","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.82514,42.7653,1,"6/8/2023",6,8,"JGM","Low/Falling","9:15",65,2,0,0,"PINE S REF SHARP 6/8/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2220","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.82514,42.7653,2,"7/18/2023",7,18,"JGM","Low/Rising","800",72,2,1,1,"PINE S REF SHARP 7/18/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2221","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2022,-70.873811,42.758717,2,"7/5/2022",7,5,"JLG","High/Falling","9:12",73,1,1,1,"Kents NAC 7/5/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2222","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.82254,42.764,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","8:16",73,0,2,1,"PINE S RUN SHARP 7/7/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2223","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.82254,42.764,1,"6/8/2023",6,8,"JGM","Low/Falling","9:30",63,2,1,0,"PINE S RUN SHARP 6/8/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2224","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,8,2023,-70.82254,42.764,2,"7/18/2023",7,18,"JGM","Low/Rising","812",73,2,1,0,"PINE S RUN SHARP 7/18/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2225","Essex NAC North","Essex","MA",2,"No Action",2,NA,2022,-70.776608,42.651283,2,"6/20/2022",6,20,"JLG","High/Falling","9:34",62,0,2,1,"Essex NAC North 6/20/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2226","Essex NAC North","Essex","MA",2,"No Action",1,NA,2023,-70.776608,42.651283,1,"6/15/2023",6,15,"JLG","Low/Rising","7:25",62,2,1,1,"Essex NAC North 6/15/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2227","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.808297,42.761219,1,"6/12/2023",6,12,"JLG","High/Falling","9:11",65,2,1,1,"PLHA NAC 6/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2228","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.808297,42.761219,2,"7/21/2023",7,21,"JLG","Low","834",72,1,1,1,"PLHA NAC 7/21/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2229","NR RUN","Narrow River","RI",3,"Runnel",2,6,2022,41.444954,-71.464571,3,"6/29/2022",6,29,"JH","High/Falling","1000",71,1,1,1,"NR RUN 6/29/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2230","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2022,-71.13286,41.79348,2,"6/22/2022",6,22,"JLG","Low/Falling","7:21",61,2,1,2,"BCM SHARP2 - REF 6/22/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2231","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",1,NA,2023,-71.13286,41.79348,1,"5/22/2023",5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"BCM SHARP2 - REF 5/22/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2232","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2023,-71.13286,41.79348,2,"6/28/2023",6,28,"JLG","Low","8:13",68,2,0,2,"BCM SHARP2 - REF 6/28/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2233","Kents RUN","Kent's Island","MA",2,"Runnel",1,1,2023,-70.875569,42.759872,1,"6/6/2023",6,6,"JLG","Low/Falling","9:41",62,1,1,1,"Kents RUN 6/6/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2234","SP NAC","Sapowet","RI",3,"No Action",2,NA,2023,-71.201106,41.576394,3,"7/9/2023",7,9,"JH","Low/Rising","821",77,2,0,1,"SP NAC 7/9/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2235","SP REF","Sapowet","RI",3,"Reference",1,NA,2022,41.582289,-71.207475,1,"5/13/2022",5,13,"JH","High/Falling","650",57,2,0,0,"SP REF 5/13/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2236","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2021,-71.53134,41.378349,1,"5/12/2021",5,12,"ADF","High/Rising","6:30",50,0,1,1,"PP REF 5/12/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2237","SP REF","Sapowet","RI",3,"Reference",1,NA,2023,-71.207475,41.582289,2,"6/4/2023",6,4,"JH","High/Rising","624",50,2,2,0,"SP REF 6/4/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2238","Kents RUN","Kent's Island","MA",2,"Runnel",2,1,2023,-70.875569,42.759872,2,"7/11/2023",7,11,"JLG","High","9:21",71,1,2,1,"Kents RUN 7/11/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2239","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2022,41.462694,-71.449686,2,"6/23/2022",6,23,"SM","High/Falling","633",62,1,1,1,"MD NAC 6/23/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2240","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2022,41.462694,-71.449686,3,"7/7/2022",7,7,"SM","Low/Falling","647",64,0,0,1,"MD NAC 7/7/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2241","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2023,-71.4481,41.460933,2,"6/23/2023",6,23,"JH","Low","623",62,2,1,0,"MD NAC 6/23/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2242","CN REF","Canonchet","RI",3,"Reference",1,NA,2023,-71.458492,41.444235,2,"6/24/2023",6,24,"JH","Low","642",67,2,0,1,"CN REF 6/24/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2243","OTH RUN","Old Town Hill","MA",2,"Runnel",1,2,2023,-70.859639,42.771683,1,"6/6/2023",6,6,"JLG","Low/Falling","8:41",60,1,2,2,"OTH RUN 6/6/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2244","OTH RUN","Old Town Hill","MA",2,"Runnel",2,2,2023,-70.859639,42.771683,2,"7/7/2023",7,7,"JLG","Low/Falling","6:33",72,1,1,1,"OTH RUN 7/7/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2245","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.832,42.7709,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:07",63,0,3,1,"PINE N REF SHARP 6/23/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2246","MD RUN","Middlebridge","RI",3,"Runnel",1,6,2022,41.460933,-71.4481,2,"6/23/2022",6,23,"SM","High/Falling","613",62,1,1,1,"MD RUN 6/23/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2247","MD RUN","Middlebridge","RI",3,"Runnel",2,6,2022,41.460933,-71.4481,3,"7/7/2022",7,7,"SM","Low/Falling","625",63,0,0,1,"MD RUN 7/7/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2248","MD RUN","Middlebridge","RI",3,"Runnel",1,7,2023,-71.449686,41.462694,2,"6/23/2023",6,23,"JH","Low","641",62,2,1,1,"MD RUN 6/23/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2249","RM REF","Round Marsh","RI",3,"Reference",1,NA,2023,-71.372664,41.509994,1,"5/31/2023",5,31,"JH","High/Falling","637",52,1,0,2,"RM REF 5/31/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2250","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2021,-71.53134,41.378349,2,"6/15/2021",6,15,"JAH","Low/Rising","9:43",70,2,0,1,"PP REF 6/15/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2251","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2023,-71.53134,41.378349,2,"6/19/2023",6,19,"JH","High/Rising","818",65,1,2,1,"PP REF 6/19/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2252","PP RUN","Potter's Pond","RI",3,"Runnel",1,3,2021,-71.527601,41.37927,1,"5/13/2021",5,13,"ADF","High/Rising","6:55",50,0,1,1,"PP RUN 5/13/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2253","MM SHARP1","Moody Marsh","ME",2,"Runnel",2,12,2023,-70.59333,43.2664,2,"7/17/2023",7,17,"JLG","Low","8:00",72,1,0,1,"MM SHARP1 7/17/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2254","WPTL RUN","Winnapaug Town Land","RI",3,"Runnel",1,8,2021,-71.76859,41.330282,1,"5/10/2021",5,10,"ADF","High/Rising","7:30",46,2,2,1,"WPTL RUN 5/10/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2255","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2023,-71.288352,41.712839,2,"6/16/2023",6,16,"JH","High/Rising","720",65,0,0,1,"JP NAC 6/16/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2256","PP RUN","Potter's Pond","RI",3,"Runnel",1,5,2023,-71.527601,41.37927,1,"5/21/2023",5,21,"JH","High/Falling","743",57,2,3,1,"PP RUN 5/21/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2257","PP RUN","Potter's Pond","RI",3,"Runnel",2,5,2023,-71.527601,41.37927,2,"6/19/2023",6,19,"JH","High/Rising","738",63,1,2,1,"PP RUN 6/19/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2258","RM NAC","Round Marsh","RI",3,"No Action",1,NA,2023,-71.3709,41.5085,1,"5/31/2023",5,31,"JH","High/Falling","602",52,2,1,1,"RM NAC 5/31/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2259","RM NAC","Round Marsh","RI",3,"No Action",2,NA,2023,-71.3709,41.5085,3,"6/26/2023",6,26,"JH","Low/Falling","638",68,4,1,1,"RM NAC 6/26/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2260","RM REF","Round Marsh","RI",3,"Reference",1,NA,2021,-71.372664,41.509994,1,"5/19/2021",5,19,"ADF","High/Rising","10:00",60,0,1,1,"RM REF 5/19/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2261","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.82254,42.764,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:46",63,0,3,1,"PINE S RUN SHARP 6/23/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2262","DPR N Rest","Plum Island","MA",2,"Runnel",1,2,2021,-70.8095,42.7798,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:25",60,0,3,0,"DPR N Rest 6/23/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2263","RM REF","Round Marsh","RI",3,"Reference",2,NA,2023,-71.372664,41.509994,3,"6/26/2023",6,26,"JH","Low","716",68,2,2,2,"RM REF 6/26/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2264","RM RUN","Round Marsh","RI",3,"Runnel",1,7,2021,-71.3694,41.5107,1,"5/19/2021",5,19,"ADF","Low/Rising","10:30",60,1,1,1,"RM RUN 5/19/2021  ","0-50m","BBGU",0,"SCAVENGERS",5
"2265","NR NAC","Narrow River","RI",3,"No Action",2,NA,2023,-71.456087,41.451944,3,"7/10/2023",7,10,"JH","Low/Falling","654",70,2,2,1,"NR NAC 7/10/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2266","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2023,-70.873811,42.758717,2,"7/11/2023",7,11,"JLG","High","10:00",73,1,2,1,"Kents NAC 7/11/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2267","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2022,-70.874217,42.769253,1,"5/31/2022",5,31,"JLG","Low","8:42",73,1,2,3,"Kents REF 5/31/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2268","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2022,-70.874217,42.769253,2,"7/5/2022",7,5,"JLG","High/Falling","8:16",68,1,0,1,"Kents REF 7/5/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2269","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2022,-70.808555,42.766757,1,"6/1/2022",6,1,"JLG","Low","9:06",57,2,2,2,"PLHA REF North 6/1/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2270","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2022,-70.808555,42.766757,2,"6/28/2022",6,28,"JLG","Low","7:55",62,0,2,1,"PLHA REF North 6/28/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
"2271","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2023,-70.808555,42.766757,1,"6/12/2023",6,12,"JLG","High/Falling","9:47",67,2,1,1,"PLHA REF North 6/12/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2272","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2023,-70.808555,42.766757,2,"7/21/2023",7,21,"JLG","Low","810",72,1,1,1,"PLHA REF North 7/21/2023  ","0-50m","BBGU",0,"SCAVENGERS",5
"2273","Kents RUN","Kent's Island","MA",2,"Runnel",2,0,2022,-70.875569,42.759872,2,"7/5/2022",7,5,"JLG","High/Falling","8:51",73,1,1,1,"Kents RUN 7/5/2022  ","0-50m","BBGU",0,"SCAVENGERS",5
